排名,电影名称,上映时间,总票房(元),平均票价,平均场次
4473,首届国际戏剧影像展,,668347,111,90
4474,关于爱情和那些魔鬼,2012/4/1,667900,32,2
4475,大兵金宝历险记,2012/8/10,666587,30,5
4476,满园春色,2011/10/26,666143,21,56
4477,背水一战,2002/6/21,665921,28,10
4478,金色荣耀,2019/12/13,664988,27,5
4479,318号公路,2019/3/18,664434,33,7
4480,野夏天,2022/3/25,662647,36,1
4481,我的三平方,2022/11/24,661489,33,8
4482,天蝎行动,,660800,40,159
4483,最后的勇士,2019/5/17,660311,28,2
4484,尼玛家的女人们,2008/6/19,659856,9,147
4485,倾城,2013/5/10,659690,27,3
4486,卸甲归来,2021/1/30,659546,79,1
4487,魔鬼天使,2006/12/25,659453,129,13
4488,爱情攻略,2015/9/18,658966,31,2
4489,“芬兰阿基·考里斯马基电影回顾展”上海市电影发行放映行业协会,,658094,73,754
4490,天地之间,2021/4/23,658057,31,21
4491,第16届法国电影展映活动,,657400,53,55
4492,白牙,2019/6/14,655912,28,2
4493,2021法国电影大师展,,652651,99,661
4494,上海市电影发行放映行业协会“日本新片电影周”,,651699,59,689
4495,先驱者,2011/6/29,651342,25,41
4496,阿司匹林,2006/2/14,650237,9289,10
4497,极品师徒,2018/9/21,649939,26,10
4498,惊涛迷局,2019/12/20,649634,32,1
4499,谁主沉浮,2011/6/21,649376,26,54
4500,海湾之遇,2023/3/8,648639,27,2
4501,你是哪里人,2011/5/27,648174,25,6
4502,2020日本新片展,,646454,51,109
4503,2021成濑巳喜男电影回顾展,,644135,70,769
4504,羊肉泡馍麻辣烫,2009/6/19,642673,25,12
4505,篮球冠军,2019/3/22,640235,29,2
4506,爱你一生一世,2012/12/28,639544,32,11
4507,在一起,2010/12/1,637195,32,12
4508,二凤,2019/9/20,636995,29,1
4509,2021年广州香港电影展,,636727,66,146
4510,清晨车站,2021/9/10,636369,30,14
4511,库布里克回顾展,,635830,70,647
4512,动物狂欢节,2009/1/28,634083,17,19
4513,家（舞台音乐剧）,,634037,23,23
4514,警告,,633620,30,1
4515,警告,2019/3/29,633078,30,1
4516,盛先生的花儿,2016/11/4,631313,30,3
4517,热血雷锋侠之激情营救,2016/10/21,630729,22,3
4518,无线信号,2020/8/14,629790,30,18
4519,Hi，高考君,2016/8/19,629436,27,11
4520,带你归家,2020/8/10,627715,30,28
4521,2022年卢米埃法国电影展,,624649,51,90
4522,草戒指,2018/9/7,621042,29,5
4523,二十五个孩子一个爹,2002/5/25,620820,9700,9
4524,迷局伏香,2019/12/6,619368,38,4
4525,海上传奇,2010/7/2,619160,28,15
4526,初到东京,2012/3/23,618924,27,3
4527,让这首歌作证,2022/11/18,617563,25,5
4528,电影大师展映活动-音乐与电影,,617190,70,420
4529,爱情的代驾,2022/8/26,616400,35,1
4530,丝路英雄·云镝,2016/9/13,616390,32,6
4531,七号公馆,2018/5/18,616189,30,2
4532,绝战,2016/7/1,614423,28,13
4533,少年日记,2023/4/15,613679,40,50
4534,冥王星时刻,2018/12/7,612724,35,10
4535,塔克拉玛干的鼓声,,609375,27,16
4536,失控,2011/1/7,609100,26,6
4537,打工老板,2014/10/21,609023,35,29
4538,竞雄女侠秋瑾,2011/10/13,608692,29,3
4539,魔女,,608450,36,3
4540,爱神箭,2016/10/14,608423,26,7
4541,不能忘却的长征,2006/12/25,608417,377,62
4542,爱情真可怕,2012/1/20,606337,21,5
4543,香特尔·阿克曼电影展-上海市电影发行放映行业协会,,606127,77,604
4544,隐面人,2005/5/13,605040,302520,1
4545,亲爱,2013/5/10,604870,33,4
4546,惊悚小说,2017/4/7,602304,27,2
4547,郊区的鸟,2021/2/26,601784,52,5
4548,恋情告急,2004/5/14,600090,33338,6
4549,大太阳,2011/5/6,599894,19,10
4550,第九届欧盟电影节,,598334,58,75
4551,喜剧王,2013/1/15,597820,25,3
4552,爱情呼叫等待,2020/11/11,597713,27,3
4553,大河,2009/5/5,594693,23,43
4554,2022年德国电影大师展-上海市电影发行放映行业协会,,594685,73,628
4555,十二生肖城市英雄,2014/10/3,594296,27,4
4556,2022金鸡国际（港澳台）影展,,594108,68,84
4557,爱情狂想曲,2014/11/28,592199,27,2
4558,第九届北京国际电影节5,,591010,62,328
4559,蛋计划,2017/1/20,590068,27,2
4560,车票,2009/5/8,589230,22,8
4561,自古英雄出少年之岳飞,2012/1/23,585168,19,11
4562,夜闯寡妇村,2017/4/27,584351,29,2
4563,半边天,,583903,37,4
4564,医缘,2014/11/5,583221,28,112
4565,一只狗的大学时光,2010/9/3,583143,26,6
4566,浩昊文字国历险记：三战怪怪城,2012/11/12,582745,15,178
4567,卡尔·西奥多·德莱叶作品回顾展-上海市电影发行放映行业协会,,582460,73,884
4568,清水里的刀子,2018/4/4,582403,27,6
4569,天亮·分手,2015/5/29,579907,24,2
4570,村头村尾,2021/12/22,572870,30,28
4571,我的美丽王国,2013/12/13,572347,30,2
4572,妃子笑,2005/11/24,571998,195,48
4573,县委书记焦裕禄（豫剧）,2014/4/2,571283,21,50
4574,许海峰的枪,2012/10/14,570960,31,195
4575,狂舞派,2014/2/28,570460,32,4
4576,味道男女,2008/11/14,570414,28,19
4577,麦兜我和我妈妈,2014/10/1,570327,27,7
4578,冬去春来,,569315,27,153
4579,村路弯弯,,569114,27,29
4580,情满人间,2015/5/15,568608,21,115
4581,第八届北京国际电影节5,,566980,68,109
4582,我的青春蜜友,2014/10/10,566393,30,1
4583,筑梦2008,2008/6/14,566258,14,29
4584,为你而来,2012/5/31,564699,28,3
4585,车逝,2009/1/22,562555,28,438
4586,蜜月计划,2017/9/8,562171,24,2
4587,海洋之恋,2016/6/17,560803,27,2
4588,海神密码,2014/6/27,559072,24,3
4589,我是奋青,2015/8/28,559051,30,4
4590,0.5的爱情,2014/9/12,558997,29,2
4591,廉吏于成龙,2009/6/11,558332,22,60
4592,南哥,2017/10/17,558307,31,3
4593,2020法国新浪潮电影大师埃里克·侯麦回顾展,,556960,38,419
4594,读心者之深海,2022/3/11,556742,30,1
4595,公园,2007/5/13,556693,223,4
4596,米兰斯卡拉歌剧院：奇迹之殿,2017/7/9,554936,59,88
4597,钟繇,,553458,26,17
4598,上海国际影视节中心2019日本新片展,,553274,67,345
4599,逆生,2017/9/8,552017,24,11
4600,上海的女儿,2019/7/2,551827,32,5
4601,雷米奇遇记,2019/11/22,551476,28,1
4602,为了明天升起的太阳,2021/6/18,551309,32,17
4603,201413,2014/1/1,548699,27,3
4604,新地道战,2009/8/11,546350,27,38
4605,大山的女儿,2016/1/26,545620,18,210
4606,雷雨,,545600,40,16
4607,香港电影广东展映周-广东省电影行业协会,,544940,54,151
4608,少女哪吒,2015/7/11,543521,33,12
4609,血染的印章,2008/1/25,542549,25,32
4610,妈妈你真棒,2019/5/12,541039,22,155
4611,基因决定我爱你,2007/9/28,540965,178,10
4612,绝技情缘之艺魂,2017/8/18,540703,25,8
4613,一辈子的姐弟,2018/11/12,540494,36,27
4614,超级英雄美猴王：齐天儿,,537374,40,12
4615,寻找心中的你,2016/3/18,536621,30,2
4616,小魔仙之黑魔法来袭,2016/9/2,535151,24,2
4617,苏庆亮,2018/6/20,534759,29,36
4618,潜行者,2019/6/28,532566,27,2
4619,2022维姆·文德斯电影展,,531156,71,74
4620,南太平洋之旅,2021/11/5,530970,33,72
4621,米尼,2007/8/28,529573,258,4
4622,爱情冻住了,2017/4/14,527822,29,2
4623,很高兴遇见·你,2019/1/11,527767,32,6
4624,摇滚水果,2015/11/27,527477,27,7
4625,牛王,2021/10/18,527238,38,5
4626,决不饶恕,,527189,28,4
4627,触摸星空,,526118,33,79
4628,花开高黎贡,2022/8/18,525153,35,14
4629,盲·道,2018/2/2,524974,26,4
4630,活着唱着,2020/8/28,523508,26,6
4631,医生的假日,2010/12/29,523239,45,28
4632,2021年艺术博物馆主题意大利电影展-希界维（北京）国际影城有限公司,,522746,59,75
4633,2020日本电影展浙江省电影放映协会,,522349,40,489
4634,冰封迷案,2018/4/20,518806,31,2
4635,雷锋在1959,2013/3/5,517774,24,24
4636,一路惊心,2011/6/28,516553,25,7
4637,2022年金鸡香港影展-万达影业（深圳）有限公司深圳湾分公司,,515174,82,61
4638,猎心之血亲,2021/4/16,514554,35,1
4639,海上浮城,2019/1/25,514014,31,2
4640,要活着去天堂,2019/6/14,513511,31,9
4641,他们的船,2008/3/21,512419,28,153
4642,寒风镇,2014/4/16,512006,28,158
4643,寻找声音的耳朵,,511935,17,198
4644,铁血北疆曲,2008/9/12,511195,29,168
4645,顺风车,2015/6/5,511059,28,2
4646,茶子,,510700,27,139
4647,牛胆神偷,2013/8/22,510391,29,3
4648,我的名字叫可汗,2010/11/30,510006,25,7
4649,陌路徒者,2019/8/14,508874,38,30
4650,漫游,2022/11/18,508751,34,8
4651,无形杀,2009/8/28,508749,23,7
4652,王后秘史,2007/3/16,506787,564,21
4653,上海市电影发行放映行业协会日本电影周,,506580,56,608
4654,我们的生活,,505153,27,23
4655,爱情的牙齿,2007/5/18,504923,2715,2
4656,在天堂等我,2018/11/30,504835,29,6
4657,房车奇遇,2014/10/14,504706,27,1
4658,梦幻佳期,2017/6/9,504185,27,2
4659,艺术也疯狂,2017/6/16,503813,25,11
4660,残团,2013/5/11,503016,50,5
4661,醒狮,2007/4/26,502660,4787,6
4662,我和爸爸,2003/12/3,500824,11129,15
4663,西域传奇,2010/9/10,500667,23,9
4664,寻鹿香巴拉,,500542,33,17
4665,青春爱人事件,2005/5/11,500290,1200,18
4666,五月八月,2003/4/18,500142,14290,12
4667,少林四小龙,2008/5/9,500020,45456,11
4668,秋天的流星雨,2002/7/5,500000,0,0
4669,惊心动魄,2003/11/19,500000,0,0
4670,尼罗河恋人,2005/3/4,500000,0,0
4671,天下第一镖局,2018/8/24,499520,29,3
4672,极速先锋,2011/12/23,499330,34,5
4673,古宝奇缘,2011/11/4,497415,26,7
4674,费德里科·费里尼百年诞辰纪念放映,,496085,68,127
4675,求偶二人组,2006/5/12,496000,0,0
4676,我只认识你,2017/11/17,495411,34,43
4677,大四喜,2008/9/20,495058,23,11
4678,胡柚娃,2020/8/21,494540,30,15
4679,李保国,,493848,25,5
4680,识色，幸也,2017/11/3,493799,29,2
4681,外滩轶事,2010/10/19,493451,20,33
4682,致命复活,2020/7/31,493400,27,2
4683,迷失的心,,493086,37,12
4684,大唐风云2,2018/12/1,493016,31,12
4685,东方中国梦,2013/6/27,492861,25,41
4686,37次想你,2014/12/24,492052,26,2
4687,紫霞,2015/12/11,490752,28,2
4688,青海湖畔,2017/1/9,490111,34,28
4689,命比天大,,489505,20,233
4690,奇葩追梦,2016/9/9,488646,25,4
4691,爱上试睡师,2016/12/9,486866,27,2
4692,大峰祖师,2014/9/5,486125,30,3
4693,追光,2022/9/15,485541,33,1
4694,你好，病人,,484520,34,41
4695,与贼同屋,2014/8/29,484358,26,3
4696,甜蜜十八岁,2013/4/19,482817,29,2
4697,破冰,2008/7/25,480972,12,26
4698,奇幻梦之旅,2018/11/30,480851,26,17
4699,大熊雨林,,480385,33,64
4700,穆桂英挂帅,2017/4/21,479691,36,13
4701,咆哮无声,2012/11/2,479522,26,4
4702,我心雀跃,2017/6/9,478357,32,2
4703,青春不留白,2018/6/29,477221,26,6
4704,滑坡,,476165,25,55
4705,浙江2023日本电影展CGV,,474899,80,47
4706,永春白鹤拳之擎天画卷,2014/8/15,474497,32,3
4707,以寡敌众,2020/10/16,474108,34,1
4708,北京万国城百老汇电影有限公司2020第九届香港主题影展,,473999,60,66
4709,阿嬷的梦中情人,2013/2/22,473212,31,3
4710,幸存日,2011/3/8,472996,25,7
4711,世上只有妈妈好,2021/11/6,472656,31,2
4712,明星梦,2008/10/17,471405,19,129
4713,一带一路电影周长三角放映,,470680,116,214
4714,舞吧！昴,2010/12/3,470557,24,5
4715,太空之旅,,470289,30,21
4716,第一眼爱情,2014/5/16,469710,30,2
4717,日暮,2021/2/9,469348,36,2
4718,非你勿扰,2015/8/20,469256,23,4
4719,血十三,2018/6/15,467091,26,2
4720,零点杀机,2015/10/16,467030,28,2
4721,红颜,2005/9/1,466346,1614,26
4722,北京万国城2016香港主题电影展映,,465971,53,55
4723,订亲,2019/11/8,464534,31,2
4724,意乱情迷,2007/9/7,463972,1333,8
4725,熊出没注意,2010/10/1,462976,24,9
4726,2020肯道尔探险山地电影展 广州站,,462501,102,126
4727,幕后人,,461797,36,4
4728,大话西游之成长的烦恼,2019/10/2,460629,34,1
4729,进击的男孩,2018/12/7,459616,30,3
4730,星际侠探,2021/3/20,458675,31,1
4731,让爱活下去,2017/7/25,458024,27,9
4732,雷锋的微笑,2013/3/5,457292,24,15
4733,妈妈让我再爱你一次,2015/10/1,457076,14,16
4734,电商时代,2015/12/11,456849,27,2
4735,麦豆的夏天,2017/6/9,456687,25,25
4736,青涩日记,2016/1/22,455186,28,22
4737,江湖喜事,2021/8/20,455058,30,1
4738,乡村里的中国,,454929,26,30
4739,蓝调海之恋,2012/6/15,454895,29,3
4740,为爱放手,2016/9/9,453619,30,3
4741,2019英国肯道尔山地电影展,,453236,115,98
4742,光语者,2020/12/21,452921,31,2
4743,再见，陌生人,2020/8/18,452881,29,7
4744,爱无疆,,451650,22,26
4745,狼兵吼,2016/8/3,450910,36,3
4746,炫舞天鹅,2011/3/4,450308,21,8
4747,加油中国,2008/5/1,450056,17,32
4748,2021金鸡影展-香港经典影片展,,449651,93,81
4749,时光大战,2015/1/30,449414,27,2
4750,极限父子,2020/8/11,447872,31,25
4751,红色之子·单刀赴会,2019/10/23,447781,29,10
4752,明天,2010/6/20,447615,10,206
4753,2022法国电影展映-北京中影恒乐新世纪影院有限公司,,447073,41,115
4754,有招没招之爱情达人,2013/12/27,446533,29,2
4755,回乡逗儿,2016/3/25,446318,26,6
4756,异性合租的往事,2016/10/21,445495,26,2
4757,湘江1934·向死而生,2021/2/6,445155,31,13
4758,星海,2011/6/17,445008,15,18
4759,PK.COM.CN,2008/3/14,444709,22,8
4760,宝米恰恰,2013/1/10,444139,28,2
4761,火海逃生,2012/9/21,443440,15,156
4762,天眼风云,2019/5/24,437870,30,7
4763,爱的“蟹”逅,2016/9/15,437793,45,8
4764,灿烂这一刻,2017/11/24,437751,32,5
4765,儿大女大,2016/3/11,437485,38,65
4766,破天荒,2018/12/14,437373,36,11
4767,娘子军传奇,2017/9/22,436826,27,12
4768,上海电影博物馆“日本北野武影展”,,435365,78,560
4769,我的英雄,2022/8/19,435020,32,11
4770,不离不弃,2016/11/4,434546,29,2
4771,2020年国家大剧院国际歌剧电影展,,434277,74,28
4772,双截棍,2012/3/2,433065,29,3
4773,守护童年,2011/5/27,432717,30,18
4774,少年侯德榜,2012/3/8,430447,10,220
4775,破梦游戏,2018/11/9,430144,35,2
4776,无名故事,2022/1/7,429542,42,2
4777,我来自纽约,2018/8/18,429489,34,2
4778,大脚印,2017/2/10,428547,27,3
4779,“炼”爱,2022/3/18,428196,33,1
4780,708090之深圳恋歌,2016/5/20,427396,28,2
4781,我的初恋十八岁,2022/2/14,426563,32,0
4782,红楼梦（昆曲）,2015/7/8,424765,34,15
4783,2020日本动画电影大师回顾展,,424241,100,202
4784,情归陶然亭,,422800,56,58
4785,云下的日子,2011/3/8,421784,25,6
4786,告状,,421402,15,59
4787,钟馗传奇之岁寒三友,2017/12/2,421141,29,2
4788,破门,2018/5/11,419116,25,15
4789,时空终点,2018/1/12,419034,25,2
4790,截拳道,2010/11/27,418170,24,6
4791,星星去火星,2023/4/28,417281,313,83
4792,李贞还乡,,417254,44,44
4793,中邪,2018/12/1,416460,38,3
4794,别开门,2016/5/13,415526,26,3
4795,布达拉宫,2005/3/14,414655,194,214
4796,长官传奇,2019/4/5,414526,43,10
4797,燃烧的生命,2012/6/18,412476,17,140
4798,越囧,2016/11/25,412032,28,4
4799,神探罗蒙,2020/12/18,411981,45,28
4800,派饭,2012/5/31,411834,9,345
4801,2021香港经典电影展-上海市电影发行放映行业协会,,411415,38,1547
4802,北川重生,2011/6/10,410390,19,37
4803,1931刺杀宋子文之谜,2019/5/24,409711,33,2
4804,花火时光,2023/4/21,409380,396,47
4805,新街口,2006/7/14,408730,262,34
4806,永不独行,2023/3/24,408546,32,4
4807,他她他她,2019/7/5,408300,34,4
4808,谷魂,2022/1/15,407559,28,22
4809,骆驼客,2012/4/27,406459,27,2
4810,U盘,2014/1/31,404945,28,4
4811,逆转胜,2015/9/25,404587,32,2
4812,魔神Z,2019/3/8,404361,32,2
4813,摇滚小子,2018/8/28,403781,27,5
4814,业主奏鸣曲,2009/3/20,403368,24,29
4815,凤舞天下,,403253,24,55
4816,启功,2015/9/10,402878,29,5
4817,给你一千万,2012/12/28,402460,25,14
4818,达达,2009/9/11,401687,24,6
4819,扣篮对决,2008/4/8,401306,19,8
4820,梦想照进现实,2006/6/30,400000,0,0
4821,第六届北京国际电影节进口展映影片1,,399880,97,64
4822,寻找雪山,2018/6/1,398220,19,28
4823,戏笑江湖,2019/11/22,397829,41,7
4824,典妻（甬剧）,,397717,33,107
4825,80后的独立宣言,2014/2/21,397374,25,13
4826,谁hold住谁,2013/2/10,397217,25,14
4827,穿过雨林,2021/11/24,396799,22,10
4828,有种,2013/11/8,396415,35,2
4829,租期,2006/3/17,396000,0,0
4830,浩昊文字国历险记之智斗谜语城,2013/1/7,395955,12,242
4831,永不消失的广播,2014/1/24,395672,29,2
4832,一起走过,2021/4/20,395358,37,3
4833,感恩,,394770,9,167
4834,我的影子在奔跑,2018/1/16,393223,32,4
4835,近距离击杀,2014/5/9,391424,30,2
4836,失心者,2016/12/23,391184,27,2
4837,苍生大医,2006/7/1,390000,0,0
4838,爱很美,2013/7/25,389750,28,4
4839,沙漠之心,2016/12/2,388530,25,7
4840,老师也疯狂,2017/1/24,387666,28,2
4841,美丽笨女人,2015/3/6,387577,26,4
4842,海草,2020/8/5,386403,36,6
4843,2021波兰电影大师展,,386015,77,713
4844,超级特战队,2022/6/1,385620,25,1
4845,珍珠塔（锡剧）,2016/2/5,385309,34,163
4846,踮起脚尖说爱你,2019/12/3,385239,41,9
4847,恋者多喜欢,2014/3/7,384780,27,4
4848,警魂之命悬一线,2016/7/13,384000,58,145
4849,出手吧！女生,2021/1/29,383720,26,1
4850,麻辣甜心,2010/8/27,383685,25,6
4851,逗逗迪迪之美梦年年,2017/1/13,383597,25,3
4852,纹身师,2017/9/15,382114,28,2
4853,罗曼蒂克之城,2022/7/22,381658,32,8
4854,我是花下肥泥巴,,381385,20,145
4855,穷途,2015/9/3,381170,26,3
4856,过昭关,2019/5/20,381016,30,2
4857,2021中国（广州）国际纪录片节金红棉影展,,380640,57,106
4858,马兰花开,2018/6/26,380061,25,54
4859,燃情岁月,2006/6/16,380000,0,0
4860,俄罗斯电影大师展-上海市电影发行放映行业协会,,379996,80,591
4861,网络少年,2006/5/1,379940,424,17
4862,鸟巢,,379911,17,44
4863,女神跟我走,2015/5/1,379770,26,2
4864,比利时导演达内兄弟电影展映-深圳百丽宫影院有限公司,,379583,78,162
4865,门巴将军,2013/10/1,378417,25,7
4866,会考试的猛犸象,2023/2/24,378140,37,1
4867,我的狗狗我的爱,2012/12/29,375226,27,2
4868,不许动！,2016/4/15,374728,15,100
4869,超越那一天,2013/5/8,373480,49,18
4870,此情此刻,2017/6/9,373425,32,2
4871,2015香港主题电影展映,,373060,49,85
4872,再生之乐,2016/7/9,372904,38,8
4873,这个大叔不太囧,2014/8/22,372776,31,3
4874,小七,2015/2/11,372750,16,256
4875,2020 香港影展,,372247,42,117
4876,何叔衡,2022/7/8,370538,46,8
4877,天空的微笑,2011/5/1,368800,40,125
4878,倭寇的踪迹,2012/2/24,368615,30,3
4879,妈祖回家,2020/11/20,367851,27,5
4880,瑶岗1949,,365437,30,20
4881,情归周恩来,,365241,20,37
4882,童话先生,2017/10/24,365095,22,12
4883,特工妈咪,2021/2/26,364865,33,2
4884,穿盔甲的少女,2020/8/23,363931,30,63
4885,策反,2018/5/26,363611,30,35
4886,北京万国城百老汇电影院有限公司首届国际芭蕾舞剧电影展,,363578,83,84
4887,铁拳雄心,2019/5/10,363004,37,33
4888,妈妈我爱你,,362856,38,38
4889,无迹可寻,2018/2/9,362494,27,1
4890,柳毅奇缘（粤剧）,2018/1/16,362389,34,25
4891,上海电影艺术发展有限公司“表现主义大师”影展活动,,362315,86,469
4892,深海探险,,361922,30,59
4893,团圆,2013/9/19,361508,30,9
4894,沂蒙山,,361296,39,39
4895,呼吸正常,2016/4/18,361033,44,68
4896,奔跑吧！孩子,2015/1/1,357238,16,226
4897,来自月亮的我,2017/2/18,356929,21,24
4898,在劫难逃,2008/10/29,356781,88,13
4899,八十一格,2008/9/10,356251,19,20
4900,匈牙利电影大师展-上海市电影发行放映行业协会,,355910,48,918
4901,罗曼·波兰斯基早期电影回顾展,,355749,59,507
4902,天佑之爱,2018/7/13,355224,26,7
4903,岁月无声,2012/10/12,354951,31,2
4904,红盾先锋,2018/7/8,354662,32,21
4905,青苔花开,2021/10/22,354286,28,10
4906,红色警戒,2020/10/21,353951,30,7
4907,我的妈呀,2017/10/13,353919,22,3
4908,2021上海市电影发行放映行业协会土耳其电影周,,353388,82,308
4909,暗语者,2019/4/12,352441,26,11
4910,某日某月,2019/8/7,352364,29,2
4911,非常·主播,2021/9/10,350473,37,0
4912,寻找尘微,2009/6/19,350000,30,77
4913,2021艺术家博物馆影展,,349624,73,177
4914,北京万国城百老汇电影院有限公司2019第八届香港主题电影展映,,349402,52,88
4915,回忆之前，忘记之后,2010/12/23,348699,27,12
4916,情比山高,2017/10/24,345192,29,2
4917,犹太女孩在上海,2010/5/28,345007,21,26
4918,无翅飞翔,2021/4/1,344522,35,47
4919,2019亚洲电影展2,,344500,35,139
4920,火线战将,,344497,33,0
4921,2022达内兄弟回顾展,,344023,74,166
4922,今天明天,2013/7/6,343825,16,144
4923,北京万国城百老汇电影院有限公司北野武电影回顾展,,343106,70,176
4924,墨斗先生,2008/8/19,341997,27,11
4925,假如我是你,,341660,31,12
4926,北纬二十八度,2017/11/24,341094,28,9
4927,余额不足,2018/2/2,340334,27,6
4928,第六届北京国际电影节进口展映影片3,,339000,60,149
4929,非秀不可,2013/6/14,337941,21,9
4930,浪淘真金,,337125,25,27
4931,2018年广东是枝裕和电影作品展映活动,,336840,69,244
4932,放学后,2017/5/20,336816,29,6
4933,风吹浪涌,2021/3/6,336087,29,25
4934,上海“文学与电影”展映活动,,335580,53,265
4935,2022年香港电影展-北京万国城百老汇电影院有限公司,,335191,38,188
4936,唇唇欲动,2013/8/16,334920,28,2
4937,2016年国家大剧院国际歌剧电影展,,334383,58,44
4938,大地赤子史来贺,2014/8/6,334218,26,25
4939,小人国,2009/11/20,333865,19,24
4940,冬,2016/7/8,333560,31,12
4941,梦之队,2008/1/5,332409,11,226
4942,2018上海市电影发行放映行业协会英伦电影大师展,,332069,60,1111
4943,飞鱼秀,2014/10/23,331842,39,16
4944,以法之名,2022/6/24,330945,21,34
4945,天籁梦想,2018/1/9,330423,28,4
4946,夏夜骑士,2021/6/11,329792,26,7
4947,阳光夏令营,2018/2/9,329500,48,58
4948,别爱陌生人,2006/8/25,329497,40,16
4949,捞世界,2021/11/25,329159,34,0
4950,诗巫风云,,329123,33,2
4951,爱在旅途,2014/4/7,328199,25,10
4952,风起云涌,2005/6/24,328156,1072,31
4953,栀子花开,2006/1/12,327706,35,40
4954,狱中惊魂,2016/11/4,327472,28,3
4955,浮世一生情,,327301,34,9
4956,2022香港电影经典主题展-北京希杰星星国际影城有限公司将台分店,,327189,61,31
4957,深圳百丽宫影院有限公司2018年广东法国电影展,,327066,52,73
4958,上海电影发行放映协会2017年“英国电影大师影展”,,326245,70,936
4959,猪太狼的夏天,2017/11/10,325823,33,1
4960,星星的孩子,2012/5/8,325608,15,14
4961,第九届丝绸之路国际电影节,,325515,38,16
4962,中国电影资料馆2021年致敬经典·国际修复电影展,,325346,61,91
4963,胜利大阅兵,2015/12/28,324240,23,25
4964,CCG EXPO动画电影展,,324164,57,91
4965,无用,,324104,41,23
4966,落地生根,2023/4/20,323959,35,4
4967,中学时代,2018/9/21,323631,38,21
4968,飞跃地心,2014/8/9,323495,25,3
4969,南方大冰雪,2012/12/28,323298,28,30
4970,高兴逮笨贼,2019/9/6,322703,26,7
4971,大闹天宫（京剧）,,322280,38,37
4972,他是一只狗,2018/8/17,322265,31,12
4973,飘落的羽毛,2013/11/29,322169,27,1
4974,绿叶对根的情意,2021/9/15,321486,26,44
4975,石器时代之百万大侦探,2013/4/28,321062,27,2
4976,皮鞋,2018/10/17,320559,24,14
4977,杜鹃花儿开,,320082,30,5
4978,天堂的张望,2020/11/20,319723,29,5
4979,夺命杀机,2019/1/29,318738,34,13
4980,大变局之梦回甲午,2015/9/1,318312,23,9
4981,又见梅兰芳,2006/10/20,318098,372,13
4982,悬崖,2021/9/10,317941,33,1
4983,姐姐词典,2005/6/10,317655,769,83
4984,男神抱抱,2016/5/6,317092,28,2
4985,5.12汶川不相信眼泪,,316409,14,26
4986,减法人生,2016/11/11,316334,28,2
4987,足球爸爸,2021/7/19,315632,29,8
4988,2019年浙江国际青年电影展1,,315473,51,49
4989,2021年金鸡国际影展,,315405,79,52
4990,菊花台,2014/2/14,315226,30,2
4991,大魔法师孟兜兜,2017/1/20,314717,19,2
4992,地瓜味的冰激凌,2022/6/24,314610,31,1
4993,百丽宫影院有限公司2019年广东英国舞蹈艺术电影展映活动,,314599,105,125
4994,大会师,2016/10/26,314318,25,5
4995,守梦者,2015/7/24,313467,19,8
4996,下一站，幸福,,313409,38,62
4997,幸福中转栈,2014/3/28,313308,30,3
4998,喜临门,2009/3/13,313186,12,56
4999,乡间童谣,2013/6/1,313099,30,50
5000,海底淘法,2010/1/16,313000,22,8
5001,三峡好人,2006/12/14,312733,481,13
5002,意大利经典影片杭州展映,,312218,100,78
5003,离婚变奏曲,,312109,36,5
5004,一江明烛,2012/6/12,311698,11,337
5005,六连煞,2019/9/6,311550,28,1
5006,我和我的小伙伴们,2020/1/10,311381,30,70
5007,湖杀令,2015/9/5,311350,28,89
5008,悟·空,2023/2/24,311220,29,7
5009,柔情史,2019/5/17,310511,28,2
5010,红色金融家—高捷成,,310498,39,71
5011,梦境历险记,2021/12/31,310089,31,2
5012,情剑,2015/8/7,309576,26,3
5013,天工苏作,2021/7/10,308148,34,5
5014,森林奇缘,,308088,31,87
5015,随风飘散,2020/12/28,307508,30,4
5016,旋风女队,2017/10/16,307155,26,4
5017,赤松威龙,2008/5/31,306630,18,8
5018,手牵手,,306494,8,345
5019,当我们年轻的时候,2016/2/25,305612,27,2
5020,2019年西班牙电影大师展上海市电影发行放映行业协会,,305129,60,1017
5021,公孙子都,,304910,21,162
5022,父子拳王,2020/10/16,304102,31,1
5023,摇摆神探,2021/7/17,303838,30,2
5024,捉迷藏,1983/2/1,303502,70,255
5025,双飞燕,2008/5/30,303499,7,212
5026,守望,,303297,27,24
5027,无界之地,2011/9/16,302351,28,3
5028,功夫世家,2013/4/28,301959,17,109
5029,有迹可循,2016/12/23,301871,39,1
5030,吉祥宝宝之我是食神,2016/8/19,301825,25,5
5031,旺扎的雨靴,2020/8/7,300482,35,2
5032,2022奥地利古典艺术影像展,,300466,41,51
5033,神农溪之恋漂洋过海来爱你,2017/6/12,300089,29,2
5034,纯爱,2008/6/7,300000,27,24
5035,真情三人行,2002/6/1,300000,0,0
5036,关于爱,2006/4/7,300000,0,0
5037,我们俩,2006/3/3,300000,0,0
5038,2021俄罗斯珍藏电影展,,298711,79,73
5039,2021俄罗斯主题电影展-北京希杰星星国际影城有限公司,,298711,38,183
5040,越位者,2013/1/16,297481,28,2
5041,爱在井冈,2022/11/4,297332,33,7
5042,战旗飘飘,2021/5/25,297173,28,23
5043,玩命,2018/3/30,296370,26,3
